left_context,Candidate_words,right_context,target_status 
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is,what,I am talking about. Since we ran into the others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what,I,am talking about. Since we ran into the others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I,am,talking about. Since we ran into the others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am,talking,about. Since we ran into the others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking,about.,Since we ran into the others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about.,Since,we ran into the others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since,we,ran into the others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we,ran,into the others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran,into,the others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into,the,others you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the,others,you have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others,you,have been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,1
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you,have,been cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you have,been,cold and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you have been,cold,and more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you have been cold,and,more arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you have been cold and,more,arrogant than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you have been cold and more,arrogant,than usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you have been cold and more arrogant,than,usual.” She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you have been cold and more arrogant than,usual.”,She kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you have been cold and more arrogant than usual.”,She,kept her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
<start> I’m sure I have no idea what you are talking about PRINCESS.” He tilted his head and half curtseyed when he said the last word. “That! That is what I am talking about. Since we ran into the others you have been cold and more arrogant than usual.” She,kept,her voice low so the others would not hear. “Is that so? I would say I was averagely arrogant <end>,0
